sold_price,taxes,longitude,latitude,lot_acres,year_built,bedrooms,bathrooms,sqrt_ft,garage,zipcode,fireplaces,HOA
1.0,0.5973052012678082,0.7353150681317664,0.39203636030815814,0.15123396479959206,0.6700056957165638,0.41503749927884387,0.7369655941662061,0.3752764945926745,0.3690702464285425,0.9074074074074074,0.16666666666666666,0.0
0.9364079176504277,0.5585219359013425,0.32237816969841804,0.8054160964905507,0.8896260347396105,0.42033710914904854,0.7369655941662061,0.7369655941662061,0.7651908995505271,0.6309297535714575,1.0,1.0,0.7492443333912228
0.9723922944726426,0.6636391725241609,0.6219248374203789,0.3490727987481059,0.422016094494395,0.1519358145149207,0.7369655941662061,1.0,0.7545734533274373,0.6309297535714575,0.25925925925925924,0.3333333333333333,0.5697397089191486
0.9215225742234765,0.6950405496337444,0.4754008978705373,0.42243632816250487,0.3775771372183567,0.8023977036774139,0.7369655941662061,1.0,0.7105258585363766,0.6309297535714575,0.3148148148148148,0.3333333333333333,0.0
1.0,0.7930114027033268,0.5552089241822654,0.494668062621526,0.42949532407329344,0.7031532786375858,0.7369655941662061,1.0,0.8015792560361225,0.6309297535714575,0.3148148148148148,0.3333333333333333,0.8134870985495996
0.9945581971775321,0.8692655345201161,0.4484845686747996,0.5222485886048136,0.42949532407329344,0.7858775768344096,0.41503749927884387,0.7369655941662061,0.7432878588390839,0.6309297535714575,0.3148148148148148,0.8333333333333334,0.7438878524818376
0.9437425466928203,0.7634826615610546,0.7300518408104822,0.42471777677075195,0.611009918915814,0.8023977036774139,0.7369655941662061,0.7369655941662061,0.8236484987601893,0.6309297535714575,0.9074074074074074,0.5,0.0
0.9918225969558795,0.996385911648634,0.3250823341115979,0.8087177231946527,0.3721024312019771,0.769349216685906,0.7369655941662061,1.0,0.6536410242037842,0.6309297535714575,1.0,0.3333333333333333,0.7492443333912228
0.8829798717602846,0.7724375989055362,0.6543880014246408,0.4918419237388976,0.4319657530849302,0.719714654238465,0.7369655941662061,0.7369655941662061,0.6861819532226572,0.6309297535714575,0.9074074074074074,0.0,0.6984003014239031
0.9723922944726426,0.8612574680072467,0.48499958228356777,0.46123881320026,0.47233448970484354,0.7031532786375858,1.0,1.0,0.8525131837122093,0.6309297535714575,0.3148148148148148,0.6666666666666666,0.7305701167015011
1.0,0.8030683500753282,0.7241422522391907,0.40042994814281285,0.3321567848273472,0.7362677636170863,0.41503749927884387,0.7369655941662061,0.8196050487771932,0.3690702464285425,0.9074074074074074,0.0,0.0
0.9495596495284826,0.7625367704945829,0.4909135678701542,0.4314527380731864,0.44173693280477017,0.769349216685906,0.7369655941662061,0.7369655941662061,0.7990909882349315,0.6309297535714575,0.3148148148148148,0.3333333333333333,0.7305701167015011
0.9863216436307121,0.8112544865960711,0.6701952714497352,0.4905717238777519,0.40415453813431496,0.5204302051024602,1.0,1.0,0.7821422249682722,0.6309297535714575,0.9074074074074074,0.5,0.6984003014239031
0.8986325533355848,0.16359083959519521,0.4673675509064622,0.43687508510785983,0.42949532407329344,0.8848751248279332,0.7369655941662061,1.0,0.7543982753937324,0.6309297535714575,0.3148148148148148,0.3333333333333333,0.0
0.9206201035182415,0.9343102712560811,0.5636270099856449,0.5051533504032752,0.388364195917569,0.2528410260851003,1.0,0.7369655941662061,0.9290581926173427,0.3690702464285425,0.3148148148148148,0.3333333333333333,0.8134870985495996
1.0,0.9222815912152926,0.38695933200544813,0.7883364846493351,0.42452059850818535,0.6865836285544265,0.7369655941662061,1.0,0.9382601012701921,0.3690702464285425,1.0,0.5,0.0
0.9863216436307121,0.8544456082888034,0.5105220576272889,0.4281734347409763,0.48141351092823015,0.47042141861997433,0.7369655941662061,1.0,0.9427535575430384,0.8340437671464698,0.3148148148148148,0.3333333333333333,0.7719362672231769
0.9723922944726426,0.5168306271861501,0.3056453279514021,0.8071282991153242,0.38029399403940667,0.9178087461555944,0.41503749927884387,0.7369655941662061,0.6115257765971952,0.6309297535714575,1.0,0.3333333333333333,0.7501183308886766
0.921823159531683,0.7072860171816184,0.6069134271656624,0.492871031183522,0.4489519874689769,0.719714654238465,0.41503749927884387,0.41503749927884387,0.6840893850728803,0.6309297535714575,0.9074074074074074,0.6666666666666666,0.6666609185253751
0.9139689976442914,0.36965498202402847,0.5707919464267884,0.42054107388813206,0.6318966435435892,0.13508839025036407,1.0,1.0,0.6012897815432219,0.8340437671464698,0.3148148148148148,0.3333333333333333,0.0
